Xref,Exhibition Week,Dist,Title,Director,Cast,Run Time,Rating,IMAX/3D,Genre,Locations at Opening,Pattern,Producer(s),Production Company,Synopsis,Release,Year of Release,Month of Release,Week of Release,Reported Gross,Competition,Wide Competition,Number of Expansions,Locations at Widest,Released During Covid?,Day & Date
136090,1/19/18,WB,12 Strong,Nicolai Fuglsig,"Chris Hemsworth, Michael Peña, Michael Shannon, Trevante Rhodes",130,R,IMAX,"Drama,",3002,Wide,"Jerry Bruckheimer, Molly Smith, Thad Luckinbill, Trent Luckinbill","Black Label Media, Jerry Bruckheimer Films","Chris Hemsworth ('Thor,' 'The Avengers' films) and Oscar nominee Michael Shannon ('Revolutionary Road,' 'Nocturnal Animals') star in 12 STRONG, a powerful new war drama from Alcon Entertainment, Black Label Media and Jerry Bruckheimer Films. Based on the best-selling book Horse Soldiers, it is story of heroism based on true events that unfolded a world away in the aftermath of 9/11.",1/19/18,2018,1,3,45819713,1,0,0,3002,0,0
104165,1/26/18,FOX,Maze Runner: The Death Cure,Wes Ball,"Dylan O'Brien, Kaya Scodelario",141,PG13,IMAX,"Science Fiction, Action",3787,Wide,"Ellen Goldsmith-Vein, Joe Hartwick Jr., Lee Stollman, Marty Bowen, Wyck Godfrey","Gotham/Principal, Temple Hill Entertainment","In the epic finale to the Maze Runner saga, Thomas leads his group of escaped Gladers on their final and most dangerous mission yet. To save their friends, they must break into the legendary Last City, a WCKD-controlled labyrinth that may turn out to be the deadliest maze of all. Anyone who makes it out alive will get answers to the questions the Gladers have been asking since they first arrived in the maze.",1/26/18,2018,1,4,58032443,1,0,0,3787,0,0
131761,2/2/18,LGF,Winchester,"Michael Spierig, Peter Spierig","Helen Mirren, Jason Clarke",99,PG13, ,"Suspense,",2480,Wide,"Brett Tomberlin, Tim McGahan","Blacklab Entertainment, Bullitt Entertainment, Diamond Pictures","Inspired by true events. On an isolated stretch of land 50 miles outside of San Francisco sits the most haunted house in the world.  Built by Sarah Winchester (Academy Award-winner Helen Mirren), heiress to the Winchester fortune, it is a house that knows no end.  Constructed in an incessant twenty-four hour a day, seven day a week mania for decades, it stands seven stories tall and contains hundreds of rooms.  To the outsider it looks like a monstrous monument to a disturbed woman's madness. But Sarah is not building for herself, for her niece (Sarah Snook) or for the brilliant Doctor Eric Price (Jason Clarke) whom she has summoned to the house.  She is building a prison, an asylum for hundreds of vengeful ghosts, and the most terrifying among them have a score to settle with the Winchesters...",2/2/18,2018,2,5,25091816,1,0,0,2480,0,0
125638,2/9/18,SNY,Peter Rabbit,Will Gluck,"Domhnall Gleeson, James Corden, Rose Byrne",94,PG, ,"Family, Adventure",3725,Wide,"Will Gluck, Zareh Nalbandian","Animal Logic, Olive Bridge Entertainment, Sony Pictures Animation","PETER RABBIT, the mischievous and adventurous hero who has captivated generations of readers, now takes on the starring role of his own irreverent, contemporary comedy with attitude. In the film, Peter's feud with Mr. McGregor (Domhnall Gleeson) escalates to greater heights than ever before as they rival for the affections of the warm-hearted animal lover who lives next door (Rose Byrne). James Corden voices the character of Peter with playful spirit and wild charm, with Margot Robbie, Elizabeth Debicki, and Daisy Ridley performing the voice roles of the triplets, Flopsy, Mopsy, and Cottontail.",2/9/18,2018,2,6,115253425,4,3,0,3725,0,0
120493,2/9/18,UNI,Fifty Shades Freed,James Foley,"Dakota Johnson, Jamie Dornan",105,R,IMAX,"Drama, Romance",3768,Wide,"Dana Brunetti, E.L. James, Marcus Viscidi, Michael De Luca","DENTSU Music And Entertainment, Michael De Luca Productions, Perfect World Pictures, Trigger Street Productions","Believing they have left behind shadowy figures from their past, newlyweds Christian and Ana fully embrace an inextricable connection and shared life of luxury. But just as she steps into her role as Mrs. Grey and he relaxes into an unfamiliar stability, new threats could jeopardize their happy ending before it even begins.",2/9/18,2018,2,6,100407760,4,3,0,3768,0,0
143904,2/9/18,WB,"15:17 To Paris, The",Clint Eastwood,"Alek Scarlatos, Jeffrey E. Stern, Spencer Stone",94,PG13, ,"Drama,",3042,Wide,"Bruce Berman, Jessica Meier, Kristina Rivera, Tim Moore",Malpaso Productions,"From Clint Eastwood comes THE 15:17 TO PARIS, which tells the real-life story of three men whose brave act turned them into heroes during a highspeed railway ride. In the early evening of August 21, 2015, the world watched in stunned silence as the media reported a thwarted terrorist attack on Thalys train #9364 bound for Paris--an attempt prevented by three courageous young Americans traveling through Europe. The film follows the course of the friends' lives, from the struggles of childhood through finding their footing in life, to the series of unlikely events leading up to the attack. Throughout the harrowing ordeal, their friendship never wavers, making it their greatest weapon and allowing them to save the lives of the more than 500 passengers on board.",2/9/18,2018,2,6,36276286,4,2,0,3042,0,0
136779,2/9/18,LGF,"Boda De Valentina, La",Marco Polo Constandse,"Kate Vernon, Marimar Vega, Omar Chaparro, Ryan Carnes",108,NR, ,"Comedy, Foreign",331,Moderate,"Avelino Rodriguez, Marco Polo Constandse",Filmadora Nacional,"Valentina (Marimar Vega) seems to have the perfect life in New York, with a perfect job and a perfect boyfriend, Jason Tate (Ryan Carnes)--far, far away from her scandalous political family in Mexico. When Jason proposes to her and wants to go to home to meet the family she has been keeping a secret, her two worlds clash. Adding to the hilarious chaos, her family brings her ex, Angel, (Omar Chaparro) into the picture and convinces Valentina to go along with a sham marriage to him in an effort to stop further negative press as her father runs for re-election. In the end, Valentina must choose where her heart belongs.",2/9/18,2018,2,6,2783739,4,0,0,331,0,0
113128,2/16/18,DIS,Black Panther,Ryan Coogler,"Chadwick Boseman, Lupita Nyong'o, Michael B. Jordan",134,PG13,"IMAX, 3D","Action, Adventure",4020,Wide,Kevin Feige,Marvel Studios,"Marvel Studios' BLACK PANTHER follows T'Challa who, after the death of his father, the King of Wakanda, returns home to the isolated, technologically advanced African nation to succeed to the throne and take his rightful place as king. But when a powerful old enemy reappears, T'Challa's mettle as king--and Black Panther--is tested when he is drawn into a formidable conflict that puts the fate of Wakanda and the entire world at risk. Faced with treachery and danger, the young king must rally his allies and release the full power of Black Panther to defeat his foes and secure the safety of his people and their way of life.",2/16/18,2018,2,7,700059566,3,1,0,4020,0,0
126236,2/16/18,LGF,Early Man,Nick Park,"Eddie Redmayne, Maisie Williams, Tom Hiddleston",89,PG, ,"Animation, Adventure",2494,Wide,"Carla Shelley, David Sproxton, Nick Park, Peter Lord, Richard Beek","Aardman Animations, British Film Institute (BFI), StudioCanal","Set at the dawn of time, when prehistoric creatures and woolly mammoths roamed the earth, EARLY MAN tells the story of how plucky caveman Dug, along with sidekick Hognob, unites his tribe against the mighty Bronze Age in a battle to beat them at their own game. Early Man unleashes an unforgettable cast of hilarious new characters and marks Nick Park's first feature film since Academy Award winning Wallace And Gromit: The Curse Of The Were-Rabbit.",2/16/18,2018,2,7,8267544,3,0,0,2494,0,0
144731,2/16/18,WB,Detective Chinatown 2,Sicheng Chen,"Liu Haoran, Wang Bao-qiang",121,R, ,"Action, Comedy",115,Limited,"Eric Zhang Zhaowei, Shaun Xiang Yue",Wanda Media,"When detectives Tang Ren and Qin Feng head to New York for an international detective contest, they wind up trying to solve a murder case of the Chinatown Grandfather's grandson.",2/16/18,2018,2,7,1983984,3,0,0,115,0,0
133135,2/23/18,WB,Game Night,"John Francis Daley, Jonathan Goldstein","Jason Bateman, Rachel McAdams",100,R, ,"Comedy,",3488,Wide,"Jason Bateman, John Davis, John Fox","Aggregate Films, Davis Entertainment","Bateman and McAdams star as Max and Annie, whose weekly couples game night gets kicked up a notch when Max's charismatic brother, Brooks, arranges a murder mystery party, complete with fake thugs and faux federal agents. So, when Brooks gets kidnapped, it's all part of the game...right? But as the six uber-competitive gamers set out to solve the case and win, they begin to discover that neither this game--nor Brooks--are what they seem to be. Over the course of one chaotic night, the friends find themselves increasingly in over their heads as each twist leads to another unexpected turn. With no rules, no points, and no idea who all the players are, this could turn out to be the most fun they've ever had...or, it's game over.",2/23/18,2018,2,8,69268230,2,1,0,3488,0,0
138027,2/23/18,PAR,Annihilation,Alex Garland,"Natalie Portman, Oscar Isaac, Tessa Thompson",115,R, ,"Science Fiction, Suspense",2012,Wide,"Allon Reich, Andrew Macdonald","DNA Films, Scott Rudin Productions, Skydance Media","Based on Jeff VanderMeer's best-selling Southern Reach Trilogy, ANNIHILATION stars Natalie Portman, Jennifer Jason Leigh, Gina Rodriguez, Tessa Thompson, Tuva Novotny and Oscar Isaac. It was written and directed by Alex Garland (Ex Machina, 28 Days Later).",2/23/18,2018,2,8,32732301,2,1,0,2012,0,0
104354,3/2/18,FOX,Red Sparrow,Francis Lawrence,"Jennifer Lawrence,Charlotte Rampling",140,R,IMAX,"Suspense,",3056,Wide,"Jenno Topping, Peter Chernin, Steven Zaillian","Chernin Entertainment, Film Rites","When ballerina Dominika suffers a career-ending injury, she and her mother are facing a bleak and uncertain future. That is why she finds herself manipulated into becoming the newest recruit for Sparrow School, a secret intelligence service that trains exceptional young people like her to use their bodies and minds as weapons. After enduring the perverse and sadistic training process, she emerges as the most dangerous Sparrow the program has ever produced. Dominika must now reconcile the person she was with the power she now commands, with her own life and everyone she cares about at risk, including an American CIA agent who tries to convince her he is the only person she can trust.",3/2/18,2018,3,9,46874505,1,0,0,3056,0,1
126060,3/9/18,DIS,"Wrinkle In Time, A",Ava DuVernay,"Oprah Winfrey, Reese Witherspoon, Storm Reid",109,PG,"IMAX, 3D","Adventure, Family",3980,Wide,"Catherine Hand, James Whitaker","Forward Movement, Whitaker Entertainment","Meg Murry and her little brother, Charles Wallace, have been without their scientist father, Mr. Murry, for five years, ever since he discovered a new planet and used the concept known as a tesseract to travel there. Joined by Meg's classmate Calvin O'Keefe and guided by the three mysterious astral travelers known as Mrs. Whatsit, Mrs. Who and Mrs. Which, the children brave a dangerous journey to a planet that possesses all of the evil in the universe.",3/9/18,2018,3,10,100478608,1,1,0,3980,0,0
97319,3/16/18,WB,Tomb Raider,Roar Uthaug,"Alicia Vikander, Dominic West, Kristin Scott Thomas, Walton Goggins",118,PG13,"IMAX, 3D","Action, Adventure",3854,Wide,Graham King,GK Films,"Lara Croft is the fiercely independent daughter of an eccentric adventurer who vanished when she was scarcely a teen. Now a young woman of 21 without any real focus or purpose, Lara navigates the chaotic streets of trendy East London as a bike courier, barely making the rent, and takes college courses, rarely making it to class. Determined to forge her own path, she refuses to take the reins of her fatherAs global empire just as staunchly as she rejects the idea that heAs truly gone. Advised to face the facts and move forward after seven years without him, even Lara canAt understand what drives her to finally solve the puzzle of his mysterious death.",3/16/18,2018,3,11,58250803,2,0,0,3854,0,1
133254,3/16/18,FOX,"Love, Simon",Greg Berlanti,"Jennifer Garner, Josh Duhamel, Nick Robinson",110,PG13, ,"Drama,",2402,Wide,"Isaac Klausner, Marty Bowen, Pouya Shahbazian, Wyck Godfrey","New Leaf Literary & Media, Temple Hill Entertainment","Simon is a 16-year-old, not-openly gay student, so when one of his emails falls into the wrong hands, his secret is at risk and he is forced to step out of his comfort zone before heas outed.",3/16/18,2018,3,11,40826341,2,0,0,2402,0,0
113087,3/23/18,UNI,Pacific Rim Uprising,Steven S. DeKnight,"John Boyega, Scott Eastwood",111,PG13,"IMAX, 3D","Action, Adventure",3708,Wide,"Femi Oguns, Guillermo del Toro, John Boyega, Jon J. Jashni, Mary Parent, Thomas Tull","DENTSU Music And Entertainment, Double Dare You, Legendary Entertainment, Upper Room Productions","In March 2018, John Boyega (Star Wars: The Force Awakens) leads the cast of PACIFIC RIM UPRISING, the follow-up to 2013's cinematic epic of monsters and mechs, inspiring a new generation to become the biggest heroes to ever walk the earth.",3/23/18,2018,3,12,59874525,3,0,0,3708,0,0
124308,3/23/18,PAR,Sherlock Gnomes,John Stevenson,"Emily Blunt, James McAvoy, Johnny Depp",86,PG,3D,"Animation, Comedy",3662,Wide,"Carolyn Soper, David Furnish, Steve Hamilton Shaw",Rocket Pictures,"After a string of garden gnome disappearances in London, Gnomeo & Juliet look to legendary detective Sherlock Gnomes to solve the case of their missing friends and family.",3/23/18,2018,3,12,43242871,3,0,0,3662,0,0
140034,3/23/18,SNY,"Paul, Apostle Of Christ",Andrew Hyatt,"James Faulkner, Jim Caviezel",108,PG13, ,"Drama,",1473,Wide,David Zelon,Mandalay Pictures,"PAUL, APOSTLE OF CHRIST is the story of two men. Luke, as a friend and physician, risks his life when he ventures into the city of Rome to visit Paul, who is held captive in Nero's darkest, bleakest prison cell. But Nero is determined to rid Rome of Christians, and does not flinch from executing them in the grisliest ways possible. Before Paul's death sentence can be enacted, Luke resolves to write another book, one that details the beginnings of 'The Way' and the birth of what will come to be known as the church.",3/23/18,2018,3,12,17560475,3,0,0,1473,0,0
123045,3/30/18,WB,Ready Player One,Steven Spielberg,"Olivia Cooke, Tye Sheridan",140,PG13,"IMAX, 3D","Science Fiction, Action",4234,Wide,"Dan Farah, Donald De Line, Kristie Macosko Krieger, Steven Spielberg","De Line Pictures, Dreamworks Pictures, Farah Films & Management, Village Roadshow Pictures","From filmmaker Steven Spielberg comes the science fiction action adventure READY PLAYER ONE, based on Ernest Cline's bestseller of the same name, which has become a worldwide phenomenon.",3/29/18,2018,3,13,137765423,2,2,0,4234,0,0
138470,3/30/18,LGF,Tyler Perry's Acrimony,Tyler Perry,"Taraji P. Henson,Ajiona Alexus",120,R, ,"Drama,",2006,Wide,"Mark Swinton, Ozzie Areu, Tyler Perry, Will Areu",The Tyler Perry Company,A faithful wife (Oscar nominee Taraji P. Henson) tired of standing by her devious husband is enraged when it becomes clear she has been betrayed.,3/30/18,2018,3,13,43549096,2,1,0,2006,0,0
133281,4/6/18,PAR,"Quiet Place, A (2018)",John Krasinski,"Emily Blunt, John Krasinski",90,PG13, ,"Horror, Suspense",3508,Wide,"Andrew Form, Bradley Fuller, Michael Bay","Platinum Dunes, Sunday Night Productions","If they can't hear you, they can't hunt you.",4/6/18,2018,4,14,188024361,3,3,0,3508,0,0
128271,4/6/18,UNI,Blockers,Kay Cannon,"Ike Barinholtz, John Cena, Leslie Mann",102,R, ,"Comedy,",3379,Wide,"Chris Fenton, Evan Goldberg, Hayden Schlossberg, James Weaver, Jon Hurwitz, Seth Rogen","DMG Entertainment, Good Universe, Hurwitz & Schlossberg Productions, Point Grey Pictures","When three parents stumble upon their daughters' pact to lose their virginity at prom, they launch a covert one-night operation to stop the teens from sealing the deal.  Leslie Mann (The Other Woman, This Is 40), Ike Barinholtz (Neighbors, Suicide Squad) and John Cena (Trainwreck, Sisters) star in BLOCKERS, the directorial debut of Kay Cannon (writer of the Pitch Perfect series).",4/6/18,2018,4,14,60311495,3,1,0,3379,0,0
147630,4/6/18,WB,Pandas,"David Douglas, Drew Fellman",Kristen Bell,40,NR,"IMAX, 3D","Documentary,",33,Limited,Drew Fellman, ,An American biologist embarks on a life-changing journey to China to help scientists breed giant pandas and introduce the cubs into the wild.,4/6/18,2018,4,14,7574012,3,1,0,33,0,0
