Xref,Exhibition Week,Dist,Title,Director,Cast,Run Time,Rating,IMAX/3D,Genre,Locations at Opening,Pattern,Producer(s),Production Company,Synopsis,Release,Year of Release,Month of Release,Week of Release,Reported Gross,Competition,Wide Competition,Number of Expansions,Locations at Widest,Released During Covid?,Day & Date
154279,11/15/19,WB,"Good Liar, The",Bill Condon,"Helen Mirren, Ian McKellen",109,R, ,"Drama,",2439,Wide,"Bill Condon, Greg Yolen",Bron Studios,"Career con artist Roy Courtnay can hardly believe his luck when he meets well-to-do widow Betty McLeish online. As Betty opens her home and life to him, Roy is surprised to find himself caring about her, turning what should be a cut-and-dry swindle into the most treacherous tightrope walk of his life. Based on the novel by Nicholas Searle.",11/15/19,2019,11,46,17209763,3,0,0,2439,0,0
91003,11/22/19,DIS,Frozen 2 (2019),"Chris Buck, Jennifer Lee","Idina Menzel, Kristen Bell",103,PG,"IMAX, 3D","Animation, Comedy",4440,Wide,Peter Del Vecho,Walt Disney Feature Animation,"Why was Elsa born with magical powers? The answer is calling her and threatening her kingdom. Together with Anna, Kristoff, Olaf and Sven, she'll set out on a dangerous but remarkable journey. In FROZEN, Elsa feared her powers were too much for the world. In FROZEN 2, she must hope they are enough.",11/22/19,2019,11,47,477373578,2,2,0,4440,0,0
147899,11/22/19,SNY,"Beautiful Day In The Neighborhood, A",Marielle Heller,"Tom Hanks,Chris Cooper",108,PG, ,"Drama,",3235,Wide,"Marc Turtletaub, Peter Saraf, Youree Henley","Big Beach Films, Huayi Tencent Entertainment","Tom Hanks portrays Mister Rogers in A Beautiful Day in the Neighborhood, a timely story of kindness triumphing over cynicism, based on the true story of a real-life friendship between Fred Rogers and journalist Tom Junod. After a jaded magazine writer (Emmy winner Matthew Rhys) is assigned a profile of Fred Rogers, he overcomes his skepticism, learning about kindness, love and forgiveness from America's most beloved neighbor.",11/22/19,2019,11,47,61704055,2,1,0,3235,0,0
154091,11/29/19,LGF,Knives Out,Rian Johnson,"Chris Evans, Daniel Craig, Jamie Lee Curtis",130,PG13, ,"Drama, Suspense",3461,Wide,"Ram Bergman, Rian Johnson", ,"Acclaimed writer and director Rian Johnson (BRICK, LOOPER, THE LAST JEDI) pays tribute to mystery mastermind Agatha Christie in KNIVES OUT, a fun, modern-day murder mystery where everyone is a suspect. When renowned crime novelist Harlan Thrombey (Christopher Plummer) is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc (Daniel Craig) is mysteriously enlisted to investigate. From Harlan's dysfunctional family to his devoted staff, Blanc sifts through a web of red herrings and self-serving lies to uncover the truth behind Harlan's untimely death. With an all-star ensemble cast including Chris Evans, Ana De Armas, Jamie Lee Curtis, Don Johnson, Michael Shannon, Toni Collette, LaKeith Stanfield, Katherine Langford and Jaeden Martell, KNIVES OUT is a witty and stylish whodunit guaranteed to keep audiences guessing until the very end.",11/27/19,2019,11,48,165363254,2,2,0,3461,0,0
148187,11/29/19,UNI,Queen & Slim,Melina Matsoukas,"Daniel Kaluuya, Jodie Turner-Smith",132,R, ,"Drama, Romance",1690,Wide,"Andrew Coles, Lena Waithe, Melina Matsoukas, Michelle Knudsen","3BlackDot, Bron Creative, De La Revolución Films, Hillman Grad Productions, Makeready","While on a forgettable first date together in Ohio, a black man (Get Out's Daniel Kaluuya) and a black woman (Jodie Turner-Smith, in her first starring feature-film role), are pulled over for a minor traffic infraction. The situation escalates, with sudden and tragic results, when the man kills the police officer in self-defense. Terrified and in fear for their lives, the man, a retail employee, and the woman, a criminal defense lawyer, are forced to go on the run. But the incident is captured on video and goes viral, and the couple unwittingly become a symbol of trauma, terror, grief and pain for people across the country.",11/27/19,2019,11,48,43808310,2,1,0,1690,0,0
145698,12/13/19,SNY,Jumanji: The Next Level,Jake Kasdan,"Dwayne Johnson, Jack Black, Kevin Hart",123,PG13,"IMAX, 3D","Action, Adventure",4227,Wide,"Dany Garcia, William Teitler","7 Bucks Entertainment, Hartbeat Productions, Matt Tolmach Productions","In JUMANJI: THE NEXT LEVEL, the gang is back but the game has changed. As they return to Jumanji to rescue one of their own, they discover that nothing is as they expect. The players will have to brave parts unknown and unexplored, from the arid deserts to the snowy mountains, in order to escape the world's most dangerous game.",12/13/19,2019,12,50,320314960,4,3,0,4227,0,0
149348,12/13/19,LGF,Bombshell,Jay Roach,"Charlize Theron, Margot Robbie, Nicole Kidman",108,R, ,"Drama,",4,Limited,"A.J. Dix, Aaron L. Gilbert, Beth Kono, Charles Randolph, Jay Roach, Margaret Riley","Bron Studios, Charles Randolph Productions, Denver & Delilah Films, Everyman Pictures, Lighthouse Pictures","Starring Academy Award winner Charlize Theron, Academy Award winner Nicole Kidman, Academy Award nominee John Lithgow and Academy Award nominee Margot Robbie, based on the real scandal, BOMBSHELL is a revealing look inside the most powerful and controversial media empire of all time; Fox News, and the explosive story of the women who brought down the infamous man who created it. Directed by EmmyA Award winner Jay Roach and written by Academy Award winner Charles Randolph.",12/13/19,2019,12,50,31762808,4,3,1,1480,0,0
157677,12/13/19,WB,Richard Jewell,Clint Eastwood,"Kathy Bates, Paul Walter Hauser, Sam Rockwell",131,R, ,"Drama,",2502,Wide,"Clint Eastwood, Jennifer Davisson Killoran, Jessica Meier, Jonah Hill, Kevin Misher, Leonardo DiCaprio, Tim Moore","Appian Way, Malpaso Productions, Misher Films","Directed by Clint Eastwood and based on true events, RICHARD JEWELL is a story of what happens when what is reported as fact obscures the truth. 'There is a bomb in Centennial Park.  You have thirty minutes.' The world is first introduced to Richard Jewell as the security guard who reports finding the device at the 1996 Atlanta bombing--his report making him a hero whose swift actions save countless lives.  But within days, the law enforcement wannabe becomes the FBI's number one suspect, vilified by press and public alike, his life ripped apart. Reaching out to independent, anti-establishment attorney Watson Bryant, Jewell staunchly professes his innocence.  But Bryant finds he is out of his depth as he fights the combined powers of the FBI, GBI and APD to clear his client's name, while keeping Richard from trusting the very people trying to destroy him.",12/13/19,2019,12,50,22373996,4,2,0,2502,0,0
140170,12/13/19,UNI,Black Christmas,Sophia Takal,"Aleyse Shannon, Brittany O'Grady, Imogen Poots",92,PG13, ,"Horror, Suspense",2625,Wide,"Adam Hendricks, Ben Cosgrove, Jason Blum",Blumhouse Productions,"Hawthorne College is quieting down for the holidays. One by one, sorority girls on campus are being killed by an unknown stalker. But the killer is about to discover that this generation's young women aren't willing to become hapless victims as they mount a fight to the finish.",12/13/19,2019,12,50,11083650,4,0,0,2625,0,0
137370,12/20/19,DIS,Star Wars: The Rise Of Skywalker,J.J. Abrams,"Adam Driver, Daisy Ridley, John Boyega, Kelly Marie Tran",142,PG13,"IMAX, 3D","Adventure, Action",4406,Wide,"J.J. Abrams, Kathleen Kennedy, Michelle Rejwan, Ram Bergman","Bad Robot, LucasFilm","No one's ever really gone... Rey's journey continues and the Skywalker saga concludes in STAR WARS: THE RISE OF SKYWALKER,.  When it's discovered that the evil Emperor Palpatine did not die at the hands of Darth Vader, the rebels must race against the clock to find out his whereabouts. Finn and Poe lead the Resistance to put a stop to the First Order's plans to form a new Empire, while Rey anticipates her inevitable confrontation with Kylo Ren.",12/20/19,2019,12,51,515202542,3,3,0,4406,0,0
148475,12/20/19,UNI,Cats,Tom Hooper,"Idris Elba, Jennifer Hudson",109,PG, ,"Musical,",3380,Wide,"Andrew Lloyd Webber, Debra Hayward, Eric Fellner, Tim Bevan, Tom Hooper","Amblin Entertainment, Working Title Films","Universal Pictures and Working Title's CATS is a most-unexpected film adaptation of Andrew Lloyd Webber's beloved smash musical 'Cats' and the poems from 'Old Possum's Book of Practical Cats,' by T.S. Eliot. Oscar-winning director Tom Hooper (THE KING'S SPEECH, LES MISERABLES, THE DANISH GIRL) brings astonishing new technology to transform his performers, who will be choreographed by visionary movement pioneer Wayne McGregor, CBE.  Acclaimed casting director Lucy Bevan is casting the film adaptation. The epic will be produced by Hooper and Working Title's Tim Bevan and Eric Fellner, as well as fellow LES MISERABLES producer Debra Hayward--who brought the idea to Working Title.  CATS will be produced by Working Title Films in association with Monumental Pictures and The Really Useful Group and executive produced by three-time Oscar winner Steven Spielberg, Lloyd Webber and Angela Morrison.  Hooper and Lee Hall (BILLY ELLIOTT, WAR HORSE) have adapted the story for the screen. One of the longest-running shows in West End and Broadway history, 'Cats' received its world premiere at the New London Theatre in 1981--where it played for 21 record-breaking years and almost 9,000 performances. The groundbreaking production based on T.S. Eliot's 'Old Possum's Book of Practical Cats' was the winner of the Olivier and Evening Standard Awards for Best Musical. In 1983 the Broadway production became the recipient of seven Tony Awards, including Best Musical, and ran for an extraordinary 18 years.",12/20/19,2019,12,51,27166770,3,2,0,3380,0,0
154098,12/27/19,UNI,1917,Sam Mendes,"Colin Firth, Daniel Mays, Dean-Charles Chapman, George MacKay",119,R,IMAX,"Drama,",11,Limited,"Callum McDougall, Jayne-Ann Tenggren, Pippa Harris, Sam Mendes",Dreamworks Pictures,"Sam Mendes, the Oscar-winning director of SKYFALL, SPECTRE and AMERICAN BEAUTY, brings his singular vision to his World War I epic, 1917. At the height of the First World War, two young British soldiers, Schofield (CAPTAIN FANTASTIC's George MacKay) and Blake (Game of Thrones' Dean-Charles Chapman) are given a seemingly impossible mission. In a race against time, they must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers--Blake's own brother among them.",12/25/19,2019,12,52,159430674,4,3,1,3434,0,0
148168,12/27/19,SNY,Little Women,Greta Gerwig,"Emma Watson, Florence Pugh, Saoirse Ronan",135,PG, ,"Drama, Romance",3308,Wide,"Amy Pascal, Denise Di Novi, Robin Swicord","DiNovi Pictures, Pascal Pictures","Writer-director Greta Gerwig (LADY BIRD) has crafted a LITTLE WOMEN that draws on both the classic novel and the writings of Louisa May Alcott, and unfolds as the author's alter ego, Jo March, reflects back and forth on her fictional life. In Gerwig's take, the beloved story of the March sisters -- four young women each determined to live life on her own terms -- is both timeless and timely. Portraying Jo, Meg, Amy, and Beth March, the film stars Saoirse Ronan, Emma Watson, Florence Pugh, Eliza Scanlen, with Timothee Chalamet as their neighbor Laurie, Laura Dern as Marmee, and Meryl Streep as Aunt March.",12/25/19,2019,12,52,108101215,4,2,0,3308,0,0
130422,12/27/19,FOX,Spies In Disguise,"Nick Bruno, Troy Quane","Tom Holland, Will Smith",102,PG,3D,"Animation, Comedy",3502,Wide,"Bruce Anderson, Jenno Topping, Michael J. Travers, Peter Chernin","Blue Sky Studios, Chernin Entertainment","Super spy Lance Sterling (Will Smith) and scientist Walter Beckett (Tom Holland) are almost exact opposites. Lance is smooth, suave and debonair. Walter is... not. But what Walter lacks in social skills he makes up for in smarts and invention, creating the awesome gadgets Lance uses on his epic missions. But when events take an unexpected turn, Walter and Lance suddenly have to rely on each other in a whole new way. And if this odd couple can't learn to work as a team, the whole world is in peril. SPIES IN DISGUISE is an animated comedy set in the high-octane globe-trotting world of international espionage.",12/25/19,2019,12,52,66757013,4,3,0,3502,0,0
143009,12/27/19,WB,Just Mercy,Destin Daniel Cretton,"Brie Larson, Michael B. Jordan",136,PG13, ,"Drama,",4,Limited,"Gil Netter, Michael B. Jordan","Netter Productions, Outlier Society","A powerful and thought-provoking true story, JUST MERCY follows young lawyer Bryan Stevenson (Jordan) and his history-making battle for justice.  After graduating from Harvard, Bryan had his pick of lucrative jobs.  Instead, he heads to Alabama to defend those wrongly condemned or who were not afforded proper representation, with the support of local advocate Eva Ansley (Larson).  One of his first, and most incendiary, cases is that of Walter McMillian (Foxx), who, in 1987, was sentenced to die for the notorious murder of an 18-year-old girl, despite a preponderance of evidence proving his innocence and the fact that the only testimony against him came from a criminal with a motive to lie.  In the years that follow, Bryan becomes embroiled in a labyrinth of legal and political maneuverings and overt and unabashed racism as he fights for Walter, and others like him, with the odds--and the system--stacked against them.",12/25/19,2019,12,52,36046000,4,0,1,2375,0,0
147622,1/3/20,SNY,"Grudge, The",Nicolas Pesce,"Andrea Riseborough, Betty Gilpin, John Cho",94,R, ,"Horror,",2642,Wide,"Rob Tapert, Sam Raimi","Ghost House Pictures, Good Universe","Producer Sam Raimi brings us a twisted new take of the horror classic. Directed by Nicolas Pesce, THE GRUDGE stars Andrea Riseborough, DemiAn Bichir, John Cho, Betty Gilpin with Lin Shaye and Jacki Weaver. With a screenplay by Nicolas Pesce and a story by Nicolas Pesce and Jeff Buhler, THE GRUDGE is based on the film 'Ju-On: The Grudge' written & directed by Takashi Shimizu. THE GRUDGE is produced by Sam Raimi, Rob Tapert and Taka Ichise and is executive produced by Nathan Kahane, Erin Westerman, Brady Fujikawa, Andrew Pfeffer, Roy Lee, Doug Davison, John Powers Middleton and Schuyler Weiss.",1/3/20,2020,1,1,21221803,1,0,0,2642,0,0
147988,1/10/20,PAR,Like A Boss,Miguel Arteta,"Rose Byrne, Salma Hayek, Tiffany Haddish",83,R, ,"Comedy,",3078,Wide,"Itay Reiss, Joel Zadak, Peter Principato",Artists First,"Best friends Mia and Mel (Tiffany Haddish and Rose Byrne) are living their best lives running their own cosmetics company they've built from the ground up. Unfortunately, they're in over their heads financially, and the prospect of a big buyout offer from a notorious titan of the cosmetics industry Claire Luna (Salma Hayek) proves too tempting to pass up, putting Mel and Mia's lifelong friendship in jeopardy. The beauty business is about to get ugly. LIKE A BOSS also stars Billy Porter, Jennifer Coolidge, Ari Graynor, Natasha Rothwell, Jessica St. Clair and Karan Soni.",1/10/20,2020,1,2,22169514,4,0,0,3078,0,0
161284,1/10/20,FOX,Underwater,William Eubank,"Kristen Stewart, T.J. Miller, Vincent Cassel",95,PG13, ,"Horror, Suspense",2791,Wide,"Jenno Topping, Peter Chernin, Tonia Davis",Chernin Entertainment,UNDERWATER is a film that follows a crew of underwater researchers who must scramble to safety after an earthquake devastates their subterranean laboratory.,1/10/20,2020,1,2,17291078,4,0,0,2791,0,0
122067,1/17/20,SNY,Bad Boys For Life,"Adil El Arbi, Bilall Fallah","Martin Lawrence, Will Smith",124,R,IMAX,"Action, Comedy",3775,Wide,"Doug Belgrad, Jerry Bruckheimer, Will Smith","Columbia Pictures, Jerry Bruckheimer Films, Overbrook Entertainment",The Bad Boys Mike Lowrey (Will Smith) and Marcus Burnett (Martin Lawrence) are back together for one last ride in the highly anticipated BAD BOYS FOR LIFE.,1/17/20,2020,1,3,206305244,2,2,0,3775,0,0
136130,1/17/20,UNI,Dolittle,Stephen Gaghan,"Robert Downey  Jr., Tom Holland",101,PG,IMAX,"Adventure, Family",4155,Wide,"Jeff Kirschenbaum, Joe Roth, Susan Downey","Perfect World Pictures, Roth Kirschenbaum Films, Team Downey","Robert Downey Jr. electrifies one of literature's most enduring characters in a vivid reimagining of the classic tale of the man who could talk to animals: Dolittle. After losing his wife seven years earlier, the eccentric Dr. John Dolittle (Downey), famed doctor and veterinarian of Queen Victoria's England, hermits himself away behind the high walls of Dolittle Manor with only his menagerie of exotic animals for company. But when the young queen (Jessie Buckley, Wild Rose) falls gravely ill, a reluctant Dolittle is forced to set sail on an epic adventure to a mythical island in search of a cure, regaining his wit and courage as he crosses old adversaries and discovers wondrous creatures. The doctor is joined on his quest by a young, self-appointed apprentice (Dunkirk's Harry Collett) and a raucous coterie of animal friends, including an anxious gorilla (Oscar winner Rami Malek), an enthusiastic but bird-brained duck (OscarA winner Octavia Spencer), a bickering duo of a cynical ostrich (The Big Sick's Kumail Nanjiani) and an upbeat polar bear (John Cena, Bumblebee) and a headstrong parrot (Oscar winner Emma Thompson), who serves as Dolittle's most trusted advisor and confidante.",1/17/20,2020,1,3,78500435,2,2,0,4155,0,0
147867,1/24/20,UNI,"Turning, The",Floria Sigismondi,"Finn Wolfhard, Mackenzie Davis",95,PG13, ,"Horror, Drama",2571,Wide,"Roy Lee, Scott Bernstein",Vertigo Entertainment,"For more than 100 years, a deeply haunting tale has been passed down to terrify audiences. DreamWorks Pictures' THE TURNING takes us to a mysterious estate in the Maine countryside, where newly appointed nanny Kate is charged with the care of two disturbed orphans, Flora and Miles. Quickly though, she discovers that both the children and the house are harboring dark secrets and things may not be as they appear.",1/24/20,2020,1,4,15472775,1,0,0,2571,0,0
142992,1/31/20,PAR,"Rhythm Section, The",Reed Morano,"Blake Lively, Jude Law",109,R, ,"Suspense, Action",3049,Wide,"Barbara Broccoli, Michael G. Wilson","Babieka, Eon Productions, Global Road Entertainment, IM Global, Ingenious Media Partners, Whitebeard Films","Blake Lively stars as Stephanie Patrick, an ordinary woman on a path of self-destruction after her family is tragically killed in a plane crash. When Stephanie discovers that the crash was not an accident, she enters a dark, complex world to seek revenge on those responsible and find her own redemption. Based on the novel by Mark Burnell, from director Reed Morano (The Handmaid's Tale) and the producers of the James Bond film series, The Rhythm Section also stars Jude Law and Sterling K. Brown.",1/31/20,2020,1,5,5437971,1,0,0,3049,0,0
136486,2/7/20,WB,Birds Of Prey (And The Fantabulous Emancipation Of One Harley Quinn),Cathy Yan,"Margot Robbie, Mary Elizabeth Winstead, Rosie Perez",110,R,IMAX,"Action, Adventure",4236,Wide,"Bryan Unkeless, Margot Robbie, Sue Kroll","Clubhouse Pictures, DC Entertainment, LuckyChap Entertainment","You ever hear the one about the cop, the songbird, the psycho and the mafia princess?  BIRDS OF PREY (AND THE FANTABULOUS EMANCIPATION OF ONE HARLEY QUINN) is a twisted tale told by Harley herself, as only Harley can tell it.  When Gotham's most nefariously narcissistic villain, Roman Sionis, and his zealous right-hand, Zsasz, put a target on a young girl named Cass, the city is turned upside down looking for her.  Harley, Huntress, Black Canary and Renee Montoya's paths collide, and the unlikely foursome have no choice but to team up to take Roman down.",2/7/20,2020,2,6,84420259,1,1,0,4236,0,0
146008,2/14/20,PAR,Sonic The Hedgehog,Jeff Fowler,"Ben Schwartz, James Marsden, Jim Carrey",99,PG, ,"Animation, Action",4167,Wide,"Neal H. Moritz, Takeshi Ito (I), Toru Nakahara","Blur Studio, Marza Animation Planet, Original Film",SONIC THE HEDGEHOG is a live-action adventure comedy based on the global blockbuster videogame franchise from Sega that centers on the infamously brash bright blue hedgehog. The film follows the (mis)adventures of Sonic as he navigates the complexities of life on Earth with his newfound a' human a' best friend Tom Wachowski (James Marsden). Sonic and Tom join forces to try and stop the villainous Dr. Robotnik (Jim Carrey) from capturing Sonic and using his immense powers for world domination. The film also stars Tika Sumpter and Ben Schwartz as the voice of Sonic.,2/14/20,2020,2,7,146066470,3,2,0,4167,0,0
152765,2/14/20,SNY,Blumhouse's Fantasy Island,Jeff Wadlow,"Maggie Q, Michael Peña, Portia Doubleday",108,PG13, ,"Horror,",2784,Wide,"Jason Blum, Jeff Wadlow, Marc Toberoff",Blumhouse Productions,"In Blumhouse's new spin on Fantasy Island, the enigmatic Mr. Roarke makes the secret dreams of his lucky guests come true at a luxurious but remote tropical resort. But when the fantasies turn into nightmares, the guests have to solve the island's mystery in order to escape with their lives.",2/14/20,2020,2,7,27309289,3,1,0,2784,0,0
152999,2/14/20,UNI,"Photograph, The (2020)",Stella Meghie,"Issa Rae, LaKeith Stanfield",106,PG13, ,"Drama, Romance",2516,Wide,"James Lopez, Will Packer",Will Packer Productions,"On Valentine's Day, Issa Rae (HBO's Insecure, Little) and LaKeith Stanfield (FX's Atlanta, Sorry to Bother You) connect in a romance where a woman must learn from the secrets in her mother's past if she is to move forward and allow herself to love and be loved. When famed photographer Christina Eames unexpectedly dies, she leaves her estranged daughter Mae Morton (Rae) hurt, angry and full of questions. When a photograph tucked away in a safe-deposit box is found, Mae finds herself on a journey delving into her mother's early life and ignites a powerful, unexpected romance with a rising-star journalist, Michael Block (Stanfield).",2/14/20,2020,2,7,20578185,3,0,0,2516,0,0
142793,2/21/20,FOX,"Call of the Wild, The",Chris Sanders,"Harrison Ford,Bradley Whitford",104,PG, ,"Adventure, Drama",3752,Wide,Erwin Stoff,3 Arts Entertainment,"Adapted from the beloved literary classic, THE CALL OF THE WILD vividly brings to the screen the story of Buck, a big-hearted dog whose blissful domestic life is turned upside down when he is suddenly uprooted from his California home and transplanted to the exotic wilds of the Alaskan Yukon during the Gold Rush of the 1890s. As the newest rookie on a mail delivery dog sled team--and later its leader--Buck experiences the adventure of a lifetime, ultimately finding his true place in the world and becoming his own master. As a live-action/animation hybrid, THE CALL OF THE WILD employs cutting edge visual effects and animation technology in order to render the animals in the film as fully photorealistic--and emotionally authentic--characters.",2/21/20,2020,2,8,62342368,2,0,0,3752,1,0
153596,2/21/20,LGF,Las Pildoras De Mi Novio (My Boyfriend's Meds),Diego Kaplan,"Jaime Camil, Sandra Echeverría",101,R, ,"Comedy, Foreign",350,Moderate,"Ben Silverman, Jay Weisleder","Fuego Films, Pantelion Films, Traziende Films","In MY BOYFRIEND'S MEDS, Sandra Echeverria plays Jess, a talented, high-powered marketing executive who falls for Hank (Jaime Camil), a charming mattress store owner she meets while shopping for a new mattress. Hank's charm and good looks make Jess believe he is 'Mr. Right,' but Hank actually suffers from multiple disorders for which he takes what seems like an endless assortment of prescription medications. On the night Hank decides to reveal his issues to Jess, she surprises him with an invite to accompany her on a business retreat to an island resort. Surprised by this next step in their relationship, he keeps his secret a little longer. After arriving at the remote island, Hank is horrified to discover that he doesn't have his meds. Comedy and chaos ensues as Hank is no longer able to control his various symptoms.",2/21/20,2020,2,8,2971116,2,0,0,350,1,0
143659,2/28/20,UNI,"Invisible Man, The (2020)",Leigh Whannell,"Elisabeth Moss, Harriet Dyer, Storm Reid",124,R,IMAX,"Suspense,",3610,Wide,"Jason Blum, Kylie Du Fresne","Blumhouse Productions, Goalpost Pictures Australia","What you can't see can hurt you. Emmy winner Elisabeth Moss (Us, Hulu's The Handmaid's Tale) stars in a terrifying modern tale of obsession inspired by Universal's classic monster character. Trapped in a violent, controlling relationship with a wealthy and brilliant scientist, Cecilia Kass (Moss) escapes in the dead of night and disappears into hiding, aided by her sister (Harriet Dyer, NBC's The InBetween), their childhood friend (Aldis Hodge, Straight Outta Compton) and his teenage daughter (Storm Reid, HBO's Euphoria). But when Cecilia's abusive ex (Oliver Jackson-Cohen, Netflix's The Haunting of Hill House) commits suicide and leaves her a generous portion of his vast fortune, Cecilia suspects his death was a hoax. As a series of eerie coincidences turns lethal, threatening the lives of those she loves, Cecilia's sanity begins to unravel as she desperately tries to prove that she is being hunted by someone nobody can see.",2/28/20,2020,2,9,70434300,1,1,0,3610,1,0
123718,3/6/20,DIS,Onward,Dan Scanlon,"Chris Pratt, Octavia Spencer, Tom Holland",103,PG,"IMAX, 3D","Animation, Adventure",4310,Wide,Kori Rae,Pixar Animation Studios,"Set in a suburban fantasy world, Disney Pixar's ONWARD introduces two teenage elf brothers who embark on an extraordinary quest to discover if there is still a little magic left out there.",3/6/20,2020,3,10,61555145,2,0,0,4310,1,0
149404,3/6/20,WB,"Way Back, The (2020)",Gavin O'Connor,"Ben Affleck,Al Madrigal",108,R, ,"Drama,",2718,Wide,"Ben Affleck, Brad Ingelsby, Gavin O'Connor, Gordon Gray, Jennifer Todd, Mark Ciardi","Film Tribe, Jennifer Todd Pictures, Low Dweller Productions, Mayhem Pictures, Pearl Street Films, Select Films","Jack Cunningham (Ben Affleck) once had a life filled with promise. In high school, he was a basketball phenom with a full university scholarship, when suddenly, for reasons unknown, he walked away from the game, forfeiting his future. Now years later, Jack is spiraling down, triggered by an unspeakable loss, and drowning in the alcoholism that cost him his marriage and any hope for a better life. When he is asked to coach the basketball team at his alma mater, which has fallen far since his glory days, he reluctantly accepts, surprising no one more than himself. As the boys start to come together as a team and win, Jack may have finally found a reason to confront the demons that have derailed him. But will it be enough to fill the void, heal the deep wounds of his past, and set him on the road to redemption?",3/6/20,2020,3,10,13677595,2,0,0,2718,1,0
148167,3/13/20,SNY,Bloodshot,Dave Wilson,"Eiza González, Guy Pearce, Vin Diesel",109,PG13,IMAX,"Action, Fantasy",2861,Wide,"Dinesh Shamdasani, Jason Kothari, Neal H. Moritz, Toby Jaffe","Bona Film Group, Cross Creek Pictures, DMG Entertainment, Hivemind, Original Film, The Hideaway Entertainment, Valiant Entertainment","Based on the bestselling comic book, Vin Diesel stars as Ray Garrison, a soldier recently killed in action and brought back to life as the superhero Bloodshot by the RST corporation. With an army of nanotechnology in his veins, he's an unstoppable force --stronger than ever and able to heal instantly. But in controlling his body, the company has sway over his mind and memories, too. Now, Ray doesn't know what's real and what's not -- but he's on a mission to find out.",3/13/20,2020,3,11,12561824,3,0,0,2861,1,0
153074,3/13/20,LGF,I Still Believe,"Andrew Erwin, Jon Erwin","Britt Robertson, K.J. Apa",116,PG,IMAX,"Drama,",3250,Wide,Kevin Downes,Kingdom Story Company,From the makers of I CAN ONLY IMAGINE comes the true life story of Christian music mega star Jeremy Camp and his remarkable journey of love and loss that proves there is always hope in midst of tragedy and that faith tested is the only faith worth sharing.,3/13/20,2020,3,11,10410005,3,0,0,3250,1,0
143215,3/13/20,UNI,"Hunt, The",Craig Zobel,"Betty Gilpin, Emma Roberts, Hilary Swank",90,R, ,"Suspense, Action",3028,Wide,"Damon Lindelof, Jason Blum","Blumhouse Productions, White Rabbit","The most talked about movie of the year is the one nobody has seen a yet.   Twelve strangers wake up in a clearing. They don't know where they are, or how they got there. They don't know they've been chosen for a very specific purpose a The Hunt.  In the shadow of a dark internet conspiracy theory, a group of elites gathers for the very first time at a remote Manor House to hunt ordinary Americans for sport. But the elites' master plan is about to be derailed because one of The Hunted, Crystal (Betty Gilpin, GLOW), knows The Hunters' game better than they do. She turns the tables on the killers, picking them off, one by one, as she makes her way toward the mysterious woman (two-time Oscar winner Hilary Swank) at the center of it all.   From Jason Blum, the producer of Get Out and The Purge series, and Damon Lindelof, creator of the HBO series Watchmen and co-creator of the TV series Lost, comes a timely and provocative new satirical thriller that has already ignited a national conversation. Now, it's time to decide for yourself. The Hunt is written by Lindelof and his fellow Watchmen collaborator Nick Cuse and is directed by Craig Zobel (Z for Zachariah, The Leftovers). Blum produces for his Blumhouse Productions alongside Lindelof. The film is executive produced by Zobel, Cuse and Steven R. Molen.",3/13/20,2020,3,11,9830150,3,0,0,3028,1,0
130237,4/10/20,UNI,Trolls World Tour,Walt Dohrn,"Anna Kendrick, Justin Timberlake, Sam Rockwell", ,PG, ,"Animation,", ,Wide,Gina Shay,DreamWorks Animation,"It's all glitter and happiness in Troll Town until Queen Poppy and Branch make a surprising discovery--there are other Troll worlds beyond their own, each defined by a different genre of music.  When a mysterious threat puts all the Trolls across the land in danger, Poppy, Branch, and their band of friends must embark on an epic quest through unfamiliar terrain to do the impossible: create harmony among the diverse Trolls to unite them against certain doom.",4/10/20,2020,4,15,6346315,1,0,0,0,1,0
127081,8/28/20,FOX,"New Mutants, The",Josh Boone,"Anya Taylor-Joy, Maisie Williams",94,PG13,IMAX,"Action, Adventure",2412,Wide,"Karen Rosenfelt, Lauren Shuler-Donner, Simon Kinberg","Donners Company, The, Genre Films, Marvel Studios","In this terrifying, action-fueled film based on the MARVEL comic series, five young people who demonstrate special powers are brought to a secret institution to undergo treatments they are told will cure them of the dangers of their powers. Included are Danielle Moonstar aka Mirage (Blu Hunt), who creates illusions from other people’s fears; Rahne Sinclair (Maisie Williams), who transforms into the werewolf Wolfsbane; Sam Guthrie (Charlie Heaton), who, as Cannonball, can fly at jet speeds protected by a force field; Roberto da Costa aka Sunspot (Henry Zaga), who absorbs and channels solar power; and Illyana Rasputin aka Magik (Anya Taylor-Joy). The younger sister of Colossus, Magik becomes encased in armor at will and wields a soulsword that amplifies her multiple superhuman and psychic abilities. Invited by Dr. Cecilia Reyes (Alice Braga) to share their stories about when their powers first manifested, the five “patients” come to understand that they are in a class of people called mutants, who have historically been marginalized and feared. As they relive their origin stories, their memories seem to turn into terrifying realities. Soon, they question what is real and what isn’t, and it becomes clear that the institution isn’t what it seems. Now the question is — why are they being held captive? And who is trying to destroy them? The tension and horror mount in this white-knuckle thrill ride directed by Josh Boone and co-written by Boone and Knate Lee.",8/28/20,2020,8,35,23852659,1,0,0,2412,1,0
